run,species,tissue,order,family,lifespan_2,code
SRR3144812,Rattus_norvegicus,Brain,Rodentia,Muridae,3.8,SRR3144812
SRR3144813,Rattus_norvegicus,Brain,Rodentia,Muridae,3.8,SRR3144813
SRR3144814,Rattus_norvegicus,Brain,Rodentia,Muridae,3.8,SRR3144814
SRR3144815,Rattus_norvegicus,Brain,Rodentia,Muridae,3.8,SRR3144815
SRR3144816,Rattus_norvegicus,Brain,Rodentia,Muridae,3.8,SRR3144816
SRR3144817,Rattus_norvegicus,Brain,Rodentia,Muridae,3.8,SRR3144817
SRR3144818,Rattus_norvegicus,Brain,Rodentia,Muridae,3.8,SRR3144818
SRR3144819,Rattus_norvegicus,Brain,Rodentia,Muridae,3.8,SRR3144819
SRR3144820,Rattus_norvegicus,Brain,Rodentia,Muridae,3.8,SRR3144820
SRR3144827,Rattus_norvegicus,Liver,Rodentia,Muridae,3.8,SRR3144827
SRR3144828,Rattus_norvegicus,Liver,Rodentia,Muridae,3.8,SRR3144828
SRR3144830,Rattus_norvegicus,Liver,Rodentia,Muridae,3.8,SRR3144830
SRR3144831,Rattus_norvegicus,Liver,Rodentia,Muridae,3.8,SRR3144831
SRR3144832,Rattus_norvegicus,Liver,Rodentia,Muridae,3.8,SRR3144832
SRR5291530,Rattus_norvegicus,Heart,Rodentia,Muridae,3.8,SRR5291530
SRR5291531,Rattus_norvegicus,Heart,Rodentia,Muridae,3.8,SRR5291531
SRR5291532,Rattus_norvegicus,Heart,Rodentia,Muridae,3.8,SRR5291532
SRR5520660,Rattus_norvegicus,Liver,Rodentia,Muridae,3.8,SRR5520660
SRR5520661,Rattus_norvegicus,Liver,Rodentia,Muridae,3.8,SRR5520661
SRR5520662,Rattus_norvegicus,Liver,Rodentia,Muridae,3.8,SRR5520662
SRR5520663,Rattus_norvegicus,Liver,Rodentia,Muridae,3.8,SRR5520663
SRR5520664,Rattus_norvegicus,Liver,Rodentia,Muridae,3.8,SRR5520664
SRR5520665,Rattus_norvegicus,Liver,Rodentia,Muridae,3.8,SRR5520665
SRR5520667,Rattus_norvegicus,Liver,Rodentia,Muridae,3.8,SRR5520667
SRR5520668,Rattus_norvegicus,Liver,Rodentia,Muridae,3.8,SRR5520668
SRR5520669,Rattus_norvegicus,Liver,Rodentia,Muridae,3.8,SRR5520669
SRR1048140,Rhinolophus_ferrumequinum,Brain,Chiroptera,Rhinolophidae,30.5,SRR1048140
SRR1048142,Rhinolophus_ferrumequinum,Brain,Chiroptera,Rhinolophidae,30.5,SRR1048142
SRR2754983,Rhinolophus_ferrumequinum,Liver,Chiroptera,Rhinolophidae,30.5,SRR2754983
SRR2757329,Rhinolophus_ferrumequinum,Liver,Chiroptera,Rhinolophidae,30.5,SRR2757329
SRR1300763,Rhinopithecus_bieti,Kidney,Primates,Cercopithecidae,23,SRR1300763
SRR1300765,Rhinopithecus_bieti,Liver,Primates,Cercopithecidae,23,SRR1300765
SRR1300766,Rhinopithecus_bieti,Brain,Primates,Cercopithecidae,23,SRR1300766
SRR1300767,Rhinopithecus_bieti,Heart,Primates,Cercopithecidae,23,SRR1300767
SRR1300768,Rhinopithecus_bieti,Lung,Primates,Cercopithecidae,23,SRR1300768
SRR9024741,Suricata_suricatta,Brain,Carnivora,Herpestidae,20.6,SRR9024741
SRR9024746,Suricata_suricatta,Heart,Carnivora,Herpestidae,20.6,SRR9024746
SRR9024747,Suricata_suricatta,Liver,Carnivora,Herpestidae,20.6,SRR9024747
SRR9024753,Suricata_suricatta,Kidney,Carnivora,Herpestidae,20.6,SRR9024753
SRR9024755,Suricata_suricatta,Lung,Carnivora,Herpestidae,20.6,SRR9024755
SRR653846,Sus_scrofa,Kidney,Artiodactyla,Suidae,27,SRR653846
SRR3160008,Sus_scrofa,Heart,Artiodactyla,Suidae,27,SRR3160008
SRR3160018,Sus_scrofa,Heart,Artiodactyla,Suidae,27,SRR3160018
SRR3160041,Sus_scrofa,Lung,Artiodactyla,Suidae,27,SRR3160041
SRR3160052,Sus_scrofa,Kidney,Artiodactyla,Suidae,27,SRR3160052
SRR3160061,Sus_scrofa,Lung,Artiodactyla,Suidae,27,SRR3160061
ERR1331667,Tupaia_belangeri,Liver,Scandentia,Tupaiidae,11.1,ERR1331667
ERR1331707,Tupaia_belangeri,Liver,Scandentia,Tupaiidae,11.1,ERR1331707
ERR1331708,Tupaia_belangeri,Liver,Scandentia,Tupaiidae,11.1,ERR1331708
ERR1331709,Tupaia_belangeri,Liver,Scandentia,Tupaiidae,11.1,ERR1331709
SRR6261040,Tupaia_belangeri,Brain,Scandentia,Tupaiidae,11.1,SRR6261040
SRR6261041,Tupaia_belangeri,Heart,Scandentia,Tupaiidae,11.1,SRR6261041
SRR6261042,Tupaia_belangeri,Kidney,Scandentia,Tupaiidae,11.1,SRR6261042
SRR636887,Ursus_americanus,Liver,Carnivora,Ursidae,34,SRR636887
SRR636933,Ursus_americanus,Kidney,Carnivora,Ursidae,34,SRR636933
SRR636977,Ursus_americanus,Brain,Carnivora,Ursidae,34,SRR636977
SRR636888,Ursus_americanus,Liver,Carnivora,Ursidae,34,SRR636888
SRR636932,Ursus_americanus,Kidney,Carnivora,Ursidae,34,SRR636932
SRR636978,Ursus_americanus,Brain,Carnivora,Ursidae,34,SRR636978
ERR2716205,Vombatus_ursinus,Liver,Diprotodontia,Vombatidae,30,ERR2716205
ERR2716206,Vombatus_ursinus,Liver,Diprotodontia,Vombatidae,30,ERR2716206
ERR2716207,Vombatus_ursinus,Lung,Diprotodontia,Vombatidae,30,ERR2716207
ERR2716208,Vombatus_ursinus,Lung,Diprotodontia,Vombatidae,30,ERR2716208
